text,label,label_text,text_clean
"I took out money, and didn't get all of it.",75,wrong_amount_of_cash_received,"i took out money, and didn't get all of it."
"I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here?",53,reverted_card_payment?,"i had a seller reach out to me saying my money didn't come through to them, but i'm sure it was removed from my account. can you figure out what the deal is here?"
"Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money.",28,direct_debit_payment_not_recognised,"am i able to look back at a transaction to see who with drawled some money from my account? i don't remember authorizing this a few weeks ago, but wanted to double check who took the money."
My beneficiary is unable to transact,7,beneficiary_not_allowed,my beneficiary is unable to transact
"In a month, my card will reach its expiration date, am I required to request the next card?",9,card_about_to_expire,"in a month, my card will reach its expiration date, am i required to request the next card?"
"I reside in the US, but I want a card.",24,country_support,"i reside in the us, but i want a card."
Why did I only get $20 when I asked for $100?,75,wrong_amount_of_cash_received,why did i only get $20 when i asked for $100?
How long will it take to receive a virtual card?,40,getting_virtual_card,how long will it take to receive a virtual card?
How many cards am I allowed?,39,getting_spare_card,how many cards am i allowed?
Why have I received a rebate for my payment after a week?,53,reverted_card_payment?,why have i received a rebate for my payment after a week?
"I have one of your cards, but I don't know how to link it.",13,card_linking,"i have one of your cards, but i don't know how to link it."
Is there a auto top-up option?,4,automatic_top_up,is there a auto top-up option?
How will I know where my funds are coming from?,70,verify_source_of_funds,how will i know where my funds are coming from?
My automatic top-up was unsuccessful,61,top_up_reverted,my automatic top-up was unsuccessful
When will the transaction post to my account?,48,pending_transfer,when will the transaction post to my account?
I am not satisfied with your company and wish to delete all accounts immediately.,55,terminate_account,i am not satisfied with your company and wish to delete all accounts immediately.
My payment has been declined several times.  Can you help me?,25,declined_card_payment,my payment has been declined several times. can you help me?
There is an extra 1£ charge on my app. Why did you charge me extra?,34,extra_charge_on_statement,there is an extra 1£ charge on my app. why did you charge me extra?
I am still waiting for a the cash I deposited this morning,6,balance_not_updated_after_cheque_or_cash_deposit,i am still waiting for a the cash i deposited this morning
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",8,cancel_transfer,"i have arranged a transfer, but no longer need to send it. how do i stop the transfer?"
Can you tell me what cards and currencies you support?,54,supported_cards_and_currencies,can you tell me what cards and currencies you support?
Can money be exchanged from one currency to another?,33,exchange_via_app,can money be exchanged from one currency to another?
Are cards delivered to my location?,43,order_physical_card,are cards delivered to my location?
I am not comfortable verifying my indentity.,74,why_verify_identity,i am not comfortable verifying my indentity.
I just moved to the US how do I get a card?,24,country_support,i just moved to the us how do i get a card?
Why has my new card still not come?,11,card_arrival,why has my new card still not come?
Is there a daily auto top-up limit?,4,automatic_top_up,is there a daily auto top-up limit?
My funds are not transferring to my bank. Why is this not working?,7,beneficiary_not_allowed,my funds are not transferring to my bank. why is this not working?
Tell me why my transfer was declined.,27,declined_transfer,tell me why my transfer was declined.
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",35,failed_transfer,"hi, i have been transferring money to my friends since morning, but all my transactions were getting failed. can you please look into this issue."
Why won't my card work.,14,card_not_working,why won't my card work.
"i accidentally entered in my retailers information, what should i do next",66,transfer_not_received_by_recipient,"i accidentally entered in my retailers information, what should i do next"
Why did my cash deposit not show up?,6,balance_not_updated_after_cheque_or_cash_deposit,why did my cash deposit not show up?
Tell me if there is a limit to top-up.,60,top_up_limits,tell me if there is a limit to top-up.
What form of identification is accepted?,69,verify_my_identity,what form of identification is accepted?
Why can't the person I sent the money transfer to see it?,66,transfer_not_received_by_recipient,why can't the person i sent the money transfer to see it?
How do I locate my PIN now that I have my card?,38,get_physical_card,how do i locate my pin now that i have my card?
Why would a card payment be declined?,25,declined_card_payment,why would a card payment be declined?
Please explain why my transfer attempt was declined. Thank you.,27,declined_transfer,please explain why my transfer attempt was declined. thank you.
How long should it take for my top-up to finish? I've been waiting a while.,47,pending_top_up,how long should it take for my top-up to finish? i've been waiting a while.
Where is the PIN number found?,38,get_physical_card,where is the pin number found?
My card no longer works.,14,card_not_working,my card no longer works.
Why am I unable to transfer money when I was able to before?,7,beneficiary_not_allowed,why am i unable to transfer money when i was able to before?
I need a number of disposable cards everyday.,29,disposable_card_limits,i need a number of disposable cards everyday.
Can I transfer my salary onto here?,50,receiving_money,can i transfer my salary onto here?
What's the expected wait time to recieve my new card?,11,card_arrival,what's the expected wait time to recieve my new card?
How do I add my new card to the app?,13,card_linking,how do i add my new card to the app?
What should I do after I've moved and need to update my personal details?,30,edit_personal_details,what should i do after i've moved and need to update my personal details?
is it ok if i use both visa and mastercard,73,visa_or_mastercard,is it ok if i use both visa and mastercard
I have been charged an extra fee when buying from your store. Why is this?,15,card_payment_fee_charged,i have been charged an extra fee when buying from your store. why is this?
"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",8,cancel_transfer,"hi, i made a transfer yesterday that i need to reverse. i need to put the money in a different account."
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,5,balance_not_updated_after_bank_transfer,how long to uk transfers usually take? i made a transfer but it didn't pop up in my history yet. i just want to make sure it went through.
There is a payment on my card that I do not recognize.,16,card_payment_not_recognised,there is a payment on my card that i do not recognize.
Why is my top-up showing as cancelled?,61,top_up_reverted,why is my top-up showing as cancelled?
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,75,wrong_amount_of_cash_received,i tried to withdraw 40 pounds but only 20 came out. did you steal my money?
What is the status of my card's delivery?,11,card_arrival,what is the status of my card's delivery?
I was charged multiple times for one purchase,63,transaction_charged_twice,i was charged multiple times for one purchase
How can I prove I am me?,69,verify_my_identity,how can i prove i am me?
Can someone assist me with explaining how I can unblock my pin?,49,pin_blocked,can someone assist me with explaining how i can unblock my pin?
Why do I get declined when I try to withdraw cash?,26,declined_cash_withdrawal,why do i get declined when i try to withdraw cash?
Why would my transfer be declined?,27,declined_transfer,why would my transfer be declined?
"I made a purchase this morning, and it is showing as pending.",45,pending_card_payment,"i made a purchase this morning, and it is showing as pending."
Why is my physical card not working?,14,card_not_working,why is my physical card not working?
What is taking so long with my refund?,51,Refund_not_showing_up,what is taking so long with my refund?
Can someone please tell me how much I can top-up?,60,top_up_limits,can someone please tell me how much i can top-up?
I can't figure out why a transfer is still pending?,48,pending_transfer,i can't figure out why a transfer is still pending?
How long will it take to receive my money from my transfer transaction?,66,transfer_not_received_by_recipient,how long will it take to receive my money from my transfer transaction?
How can I cancel a transaction to a wrong account?,8,cancel_transfer,how can i cancel a transaction to a wrong account?
How do I access the virtual card?,40,getting_virtual_card,how do i access the virtual card?
I don't have a way to prove my identity.,68,unable_to_verify_identity,i don't have a way to prove my identity.
I want to link my new card. Can you help?,13,card_linking,i want to link my new card. can you help?
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,23,contactless_not_working,my contactless stopped working today no matter where i try to use it. how do i get it to start working again?
Can cash be used in physical locations to top up?,58,top_up_by_cash_or_cheque,can cash be used in physical locations to top up?
"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is this done?",50,receiving_money,"my salary is received in the form of gbp. is it necessary to configure this? if so, where is this done?"
I see an unfamiliar Direct Debit payment.,28,direct_debit_payment_not_recognised,i see an unfamiliar direct debit payment.
I am having trouble transferring money to a beneficiery.,7,beneficiary_not_allowed,i am having trouble transferring money to a beneficiery.
How does someone else top up my account,62,topping_up_by_card,how does someone else top up my account
How can my friends top up my account?,62,topping_up_by_card,how can my friends top up my account?
Why was I charged a fee for debit or credit card payment?,15,card_payment_fee_charged,why was i charged a fee for debit or credit card payment?
Will you tell me how I am supposed to use the disposable cards?,37,get_disposable_virtual_card,will you tell me how i am supposed to use the disposable cards?
Do you support top ups?,61,top_up_reverted,do you support top ups?
What is the estimated wait time for transfers from the US?,67,transfer_timing,what is the estimated wait time for transfers from the us?
You promised no fees but now I've got one. What the hell!?,15,card_payment_fee_charged,you promised no fees but now i've got one. what the hell!?
Why have I been charged twice?,63,transaction_charged_twice,why have i been charged twice?
Is there an auto top up option?,4,automatic_top_up,is there an auto top up option?
"The ATM would not give me cash,why?",26,declined_cash_withdrawal,"the atm would not give me cash,why?"
Can I have a discount if I exchange currency often?,31,exchange_charge,can i have a discount if i exchange currency often?
"So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair.",64,transfer_fee_charged,"so, i see a strange fee that i've never seen before after making an online purchase from abroad. i was under the impression transfers could be made for free. i don't think this seems fair."
What identification is required to activate my card?,0,activate_my_card,what identification is required to activate my card?
Can I use my American Express card to add money into my account?,54,supported_cards_and_currencies,can i use my american express card to add money into my account?
Why was my top up cancelled?,61,top_up_reverted,why was my top up cancelled?
i would like to dispute a direct debit payment,28,direct_debit_payment_not_recognised,i would like to dispute a direct debit payment
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",75,wrong_amount_of_cash_received,"i normally don't use atms, but i was in a rush today and had to withdraw some cash. the atm gave me the wrong amount of money and now my app is not showing the same amount as it should. what do i do?"
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",17,card_payment_wrong_exchange_rate,"i have been charged to much for the object i bought when abroad, the exchange rate seems to be wrong."
My morning transaction needs to be canceled.,8,cancel_transfer,my morning transaction needs to be canceled.
Will my other US credit card be accepted?,54,supported_cards_and_currencies,will my other us credit card be accepted?
I was wondering if international transfers take longer than normal because I made a transfer from France a couple of days ago and nothing has happened yet?,5,balance_not_updated_after_bank_transfer,i was wondering if international transfers take longer than normal because i made a transfer from france a couple of days ago and nothing has happened yet?
"I can't remember my app code, can you reset it?",44,passcode_forgotten,"i can't remember my app code, can you reset it?"
How is the current exchange rate?,32,exchange_rate,how is the current exchange rate?
What do you use to figure out the exchange rate for the card?,32,exchange_rate,what do you use to figure out the exchange rate for the card?
How about disposable virtual cards?,37,get_disposable_virtual_card,how about disposable virtual cards?
I made a card payment which is showing me pending.,45,pending_card_payment,i made a card payment which is showing me pending.
After purchasing an item I noticed the exchange rate was incorrect.,17,card_payment_wrong_exchange_rate,after purchasing an item i noticed the exchange rate was incorrect.
Is it possible to get both Visa and Mastercard from you?,73,visa_or_mastercard,is it possible to get both visa and mastercard from you?
I found my lost card. Am I still able to use it?,13,card_linking,i found my lost card. am i still able to use it?
"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",45,pending_card_payment,"hi, one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you please check and update me."
What do I do if the machine rejects my card?,14,card_not_working,what do i do if the machine rejects my card?
Can I electronically transfer funds into my account from my American Express?,54,supported_cards_and_currencies,can i electronically transfer funds into my account from my american express?
I'd like to know where my funds come from.,70,verify_source_of_funds,i'd like to know where my funds come from.
I will be traveling.  Can I add money automatically?,4,automatic_top_up,i will be traveling. can i add money automatically?
I want to add funds to my account. What payment methods are accepted?,54,supported_cards_and_currencies,i want to add funds to my account. what payment methods are accepted?
I want to take some funds from my other bank account and add them to this one.,65,transfer_into_account,i want to take some funds from my other bank account and add them to this one.
A transfer was not allowed to an account.,7,beneficiary_not_allowed,a transfer was not allowed to an account.
How do you figure out the exchange rate? Can you explain why I got less money than expected?,76,wrong_exchange_rate_for_cash_withdrawal,how do you figure out the exchange rate? can you explain why i got less money than expected?
I have a transfer that is still pending.,48,pending_transfer,i have a transfer that is still pending.
Can I get spare cards?,39,getting_spare_card,can i get spare cards?
Close down my account.  I don't like your service.,55,terminate_account,close down my account. i don't like your service.
If I can't choose my card type will I be able to use it everywhere?,73,visa_or_mastercard,if i can't choose my card type will i be able to use it everywhere?
"I tried to top off using the card, but the money just disappeared?",62,topping_up_by_card,"i tried to top off using the card, but the money just disappeared?"
I'm not able to withdraw money from the ATM but I'm not sure why.,26,declined_cash_withdrawal,i'm not able to withdraw money from the atm but i'm not sure why.
"I tried to make a transfer, but it didn't work.",35,failed_transfer,"i tried to make a transfer, but it didn't work."
The app does not recognize who I am.,68,unable_to_verify_identity,the app does not recognize who i am.
I was able to find my card. How to I go about putting it into my app?,13,card_linking,i was able to find my card. how to i go about putting it into my app?
My recent transfer didn't go through - why not?,27,declined_transfer,my recent transfer didn't go through - why not?
Can i get money in my home currency at some ATM ? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,76,wrong_exchange_rate_for_cash_withdrawal,can i get money in my home currency at some atm ? as i am on holiday and bit concerned because i do not have any cash with me . is it possible to withdraw without any additional cost.
I would like to purchase another card.,39,getting_spare_card,i would like to purchase another card.
Is it possible to link a new card?,13,card_linking,is it possible to link a new card?
why do you verify the top up,71,verify_top_up,why do you verify the top up
Do I need to do anything? My phone was stolen yesterday.,42,lost_or_stolen_phone,do i need to do anything? my phone was stolen yesterday.
What country's money can I hold currency in?,36,fiat_currency_support,what country's money can i hold currency in?
I ordered a virtual card but it hasn't come through yet,40,getting_virtual_card,i ordered a virtual card but it hasn't come through yet
"Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?",59,top_up_failed,"hi, i am experiencing problems while trying to top-up with my card. i have never experienced any problems doing this before. could you please help me?"
I need to transfer something to China. It is urgent. How many days will it take to get there?,67,transfer_timing,i need to transfer something to china. it is urgent. how many days will it take to get there?
What is the charge for using a Top up card in the US?,57,top_up_by_card_charge,what is the charge for using a top up card in the us?
Can I change my PIN without going to a bank?,21,change_pin,can i change my pin without going to a bank?
"The ATM will not let me get cash, WHY?",26,declined_cash_withdrawal,"the atm will not let me get cash, why?"
The disposable cards - what are they for?,37,get_disposable_virtual_card,the disposable cards - what are they for?
What went wrong when I tried to do my transfer?,35,failed_transfer,what went wrong when i tried to do my transfer?
Show me the amount of transactions I can do with a disposable card.,29,disposable_card_limits,show me the amount of transactions i can do with a disposable card.
Is it possible to change from AUD to GBP?,33,exchange_via_app,is it possible to change from aud to gbp?
Where can I find a list of descriptions the disposable cards have?,29,disposable_card_limits,where can i find a list of descriptions the disposable cards have?
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",16,card_payment_not_recognised,"i just saw some charges on my card from the past days that i dont recognize, i need to freeze the card asap! will i be able to get my money back?"
Can this app exchange American and English currency?,33,exchange_via_app,can this app exchange american and english currency?
I received duplicate charges.,63,transaction_charged_twice,i received duplicate charges.
Am I charged for receiving money?,56,top_up_by_bank_transfer_charge,am i charged for receiving money?
I don't recognize a charge on my statement.,16,card_payment_not_recognised,i don't recognize a charge on my statement.
What apps can I use to top up my account?,58,top_up_by_cash_or_cheque,what apps can i use to top up my account?
How do I sign up for a card if I'm in America?,24,country_support,how do i sign up for a card if i'm in america?
I would like to pay by cheque.,58,top_up_by_cash_or_cheque,i would like to pay by cheque.
Will I be charged for exchanging foreign currencies?,31,exchange_charge,will i be charged for exchanging foreign currencies?
Why are my payments not working and show pending?,45,pending_card_payment,why are my payments not working and show pending?
"I think my top up may have been reverted, what do I do?",61,top_up_reverted,"i think my top up may have been reverted, what do i do?"
What do I need to do to receive my payroll in the account?,50,receiving_money,what do i need to do to receive my payroll in the account?
The exchange rate for case abroad is applied wrong.,76,wrong_exchange_rate_for_cash_withdrawal,the exchange rate for case abroad is applied wrong.
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,31,exchange_charge,my currencies needed to be exchanged often and i was wondering if there were any discounts available for this?
Can you tell me the status of my new card?,41,lost_or_stolen_card,can you tell me the status of my new card?
There is a payment in the app that I did not approve,16,card_payment_not_recognised,there is a payment in the app that i did not approve
"I think my pin has been compromised, what do I do?",21,change_pin,"i think my pin has been compromised, what do i do?"
Where can I located the auto-top up option?,4,automatic_top_up,where can i located the auto-top up option?
Can you tell me how transferring money into my account works?,65,transfer_into_account,can you tell me how transferring money into my account works?
why wasn't a transfer to account approved,7,beneficiary_not_allowed,why wasn't a transfer to account approved
Why can't I use my card?,14,card_not_working,why can't i use my card?
How do I get my card?,43,order_physical_card,how do i get my card?
The app says that I got cash in an ATM and I didn't,20,cash_withdrawal_not_recognised,the app says that i got cash in an atm and i didn't
Questionable transactions on my account.,22,compromised_card,questionable transactions on my account.
Which type of card will I receive?,73,visa_or_mastercard,which type of card will i receive?
Where's the button to top up with a cheque?,58,top_up_by_cash_or_cheque,where's the button to top up with a cheque?
Am I charged if I make a top-up?,56,top_up_by_bank_transfer_charge,am i charged if i make a top-up?
What reasons could cause my top up to be reverted,61,top_up_reverted,what reasons could cause my top up to be reverted
I would like to request a card.,43,order_physical_card,i would like to request a card.
I want to change the wrong exchange rate.,17,card_payment_wrong_exchange_rate,i want to change the wrong exchange rate.
When will my account receive the money?,67,transfer_timing,when will my account receive the money?
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8,cancel_transfer,"i wanted to transfer money to another account, but now i don't have to so i'd like to cancel said transfer. how can i do that?"
Do I get to have one of those virtual cards I've heard about?,40,getting_virtual_card,do i get to have one of those virtual cards i've heard about?
How can I receive my salary with a different currency?,50,receiving_money,how can i receive my salary with a different currency?
i haven't received my order and want a refund,52,request_refund,i haven't received my order and want a refund
My balance didn't change after I transferred some money.,5,balance_not_updated_after_bank_transfer,my balance didn't change after i transferred some money.
At what cash machines can I change my PIN?,21,change_pin,at what cash machines can i change my pin?
I have a duplicate payment on my card.,63,transaction_charged_twice,i have a duplicate payment on my card.
I want to know where my money comes from.,70,verify_source_of_funds,i want to know where my money comes from.
My passcode won't work.,44,passcode_forgotten,my passcode won't work.
Is it possible to get a card outside the UK?,24,country_support,is it possible to get a card outside the uk?
Do you accept credit cards from the US,54,supported_cards_and_currencies,do you accept credit cards from the us
What are the steps for changing my passcode?,44,passcode_forgotten,what are the steps for changing my passcode?
I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank?,20,cash_withdrawal_not_recognised,i hope you can help me. my account has been compromised from a different town that i haven't been to. can you please place a hold on my account until i can make it to the bank?
How long do I have to wait for my bank transfer to appear in my account?,5,balance_not_updated_after_bank_transfer,how long do i have to wait for my bank transfer to appear in my account?
"I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card.",16,card_payment_not_recognised,"i need to figure out what these charges are on my account. they've been coming out for a couple of days. can i get all of this money back? also, i need to freeze my card."
Where do I need to go to change my PIN?,21,change_pin,where do i need to go to change my pin?
How come I got to pay to get my money from the ATM?,19,cash_withdrawal_charge,how come i got to pay to get my money from the atm?
"I am overseas in China, can I get a replacement card?",9,card_about_to_expire,"i am overseas in china, can i get a replacement card?"
What caused my top-up to be returned?,61,top_up_reverted,what caused my top-up to be returned?
I want to cancel the transaction I made earlier,8,cancel_transfer,i want to cancel the transaction i made earlier
My card payment didn't work,25,declined_card_payment,my card payment didn't work
Why is the exchange rate on my card payment different than I expected?,17,card_payment_wrong_exchange_rate,why is the exchange rate on my card payment different than i expected?
Can you please tell me why I was charged an extra fee on my transfer?,64,transfer_fee_charged,can you please tell me why i was charged an extra fee on my transfer?
I tried to transfer some money and it hasn't done it yet - what's going on?,66,transfer_not_received_by_recipient,i tried to transfer some money and it hasn't done it yet - what's going on?
When will the transaction go through?,45,pending_card_payment,when will the transaction go through?
Is there a way I can check on the card on route to me?,11,card_arrival,is there a way i can check on the card on route to me?
What is the extra fee that showed up on my card?,15,card_payment_fee_charged,what is the extra fee that showed up on my card?
Is it possible to get a Visa and Mastercard from you?,73,visa_or_mastercard,is it possible to get a visa and mastercard from you?
How do I top-up my card with a cheque?,58,top_up_by_cash_or_cheque,how do i top-up my card with a cheque?
What if my top up didn't work?,59,top_up_failed,what if my top up didn't work?
What does it mean if my payment was reverted?,53,reverted_card_payment?,what does it mean if my payment was reverted?
Are there restrictions on disposable virtual cards?,29,disposable_card_limits,are there restrictions on disposable virtual cards?
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,16,card_payment_not_recognised,there are a couple of payments with my card shown in the app that i really didn't make myself. what's going on with this?
I need a refund on a direct debit that shows in the app because I did not make it.,28,direct_debit_payment_not_recognised,i need a refund on a direct debit that shows in the app because i did not make it.
"According to the app, I got cash from an ATM but I haven't made any transactions.",20,cash_withdrawal_not_recognised,"according to the app, i got cash from an atm but i haven't made any transactions."
"I'm waiting on a top-up, its still pending",47,pending_top_up,"i'm waiting on a top-up, its still pending"
Am I allowed to transfer money to a beneficiary?,7,beneficiary_not_allowed,am i allowed to transfer money to a beneficiary?
Where can I check out the source of available funds in my account?,70,verify_source_of_funds,where can i check out the source of available funds in my account?
what happened to the money after i put in the wrong info and it got declined,62,topping_up_by_card,what happened to the money after i put in the wrong info and it got declined
"Which card would I get, Visa or Mastercard?",73,visa_or_mastercard,"which card would i get, visa or mastercard?"
Why should I have to prove my identity?,74,why_verify_identity,why should i have to prove my identity?
How can I get a disposable virtual card?,37,get_disposable_virtual_card,how can i get a disposable virtual card?
What do I do if I still have not received my new card?,11,card_arrival,what do i do if i still have not received my new card?
"If I need delivery on a certain day, is that something that could be accommodated?",12,card_delivery_estimate,"if i need delivery on a certain day, is that something that could be accommodated?"
"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",0,activate_my_card,"you can activate your card in a few seconds by going to account, hitting activate, and just following the directions."
Why has my card payment been reversed?,53,reverted_card_payment?,why has my card payment been reversed?
What is the top up code for?,71,verify_top_up,what is the top up code for?
What is this witdrawal,20,cash_withdrawal_not_recognised,what is this witdrawal
What do I do if there is a direct debit on my account that shouldn't be there?,28,direct_debit_payment_not_recognised,what do i do if there is a direct debit on my account that shouldn't be there?
The transfer I made isn't reflected in my balance,5,balance_not_updated_after_bank_transfer,the transfer i made isn't reflected in my balance
What should I do if my phone is lost or stolen?,42,lost_or_stolen_phone,what should i do if my phone is lost or stolen?
Is it possible for me to top up with cash?,58,top_up_by_cash_or_cheque,is it possible for me to top up with cash?
Am I able to get this shipped to China?,9,card_about_to_expire,am i able to get this shipped to china?
There is a debit transaction on my statement that I did not make,28,direct_debit_payment_not_recognised,there is a debit transaction on my statement that i did not make
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,6,balance_not_updated_after_cheque_or_cash_deposit,i tried updating my balance by cheque yesterday but it doesn't seem to be working. shouldn't that be faster? please check my account something has gone wrong there.
details need to be modified,30,edit_personal_details,details need to be modified
"I lost my card, what do I do now?",41,lost_or_stolen_card,"i lost my card, what do i do now?"
Why is  my  top  up for  my  new account  not  instant,47,pending_top_up,why is my top up for my new account not instant
Is there a charge for SEPA transfers?,56,top_up_by_bank_transfer_charge,is there a charge for sepa transfers?
Where is the tracking number for the card?,11,card_arrival,where is the tracking number for the card?
What do I have to do to cancel a transfer?,8,cancel_transfer,what do i have to do to cancel a transfer?
There is a withdrawal on my account I didn't make.,20,cash_withdrawal_not_recognised,there is a withdrawal on my account i didn't make.
I need to cancel a transaction.,8,cancel_transfer,i need to cancel a transaction.
Why isn't the transfer I made to a friend showing?,66,transfer_not_received_by_recipient,why isn't the transfer i made to a friend showing?
Is there a fee for topping up by charge card?,57,top_up_by_card_charge,is there a fee for topping up by charge card?
Why wasn't my bank balance updated?,5,balance_not_updated_after_bank_transfer,why wasn't my bank balance updated?
Can I get a second card for free?,39,getting_spare_card,can i get a second card for free?
Is a SWIFT transfer acceptable?,56,top_up_by_bank_transfer_charge,is a swift transfer acceptable?
It seems like my card payment didn't work.,25,declined_card_payment,it seems like my card payment didn't work.
where is the code for verifying the top up card?,71,verify_top_up,where is the code for verifying the top up card?
With what currencies can I add money?,54,supported_cards_and_currencies,with what currencies can i add money?
Why is this not letting me exchange crypto? I need help making this transaction go through.,7,beneficiary_not_allowed,why is this not letting me exchange crypto? i need help making this transaction go through.
Which fiat currencies are supported for holding and exchanging?,36,fiat_currency_support,which fiat currencies are supported for holding and exchanging?
Why are you charging me fees for using my card?,15,card_payment_fee_charged,why are you charging me fees for using my card?
Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be?,19,cash_withdrawal_charge,since when were there charges for taking out cash from my account? it's always been free for me to do this before. how much are the charges going to be?
I anticipate getting a Visa card,73,visa_or_mastercard,i anticipate getting a visa card
Will you charge me more if I use a European bank card for a top up?,57,top_up_by_card_charge,will you charge me more if i use a european bank card for a top up?
how can i get it to add money automatically while travelling,4,automatic_top_up,how can i get it to add money automatically while travelling
For some reason my card payment didn't work,25,declined_card_payment,for some reason my card payment didn't work
Why was the exchange rate so wrong when I bought something!,17,card_payment_wrong_exchange_rate,why was the exchange rate so wrong when i bought something!
I need two cards. Is this possible?,39,getting_spare_card,i need two cards. is this possible?
"I may need to exchange my USD for GBP, can your app do that?",33,exchange_via_app,"i may need to exchange my usd for gbp, can your app do that?"
What kind of businesses will take my card?,10,card_acceptance,what kind of businesses will take my card?
What is a pending cash withdrawal?,46,pending_cash_withdrawal,what is a pending cash withdrawal?
In regards to the PIN of the card?,38,get_physical_card,in regards to the pin of the card?
What is the longest a US transfer should take to appear in my account?,67,transfer_timing,what is the longest a us transfer should take to appear in my account?
"There are transactions that I don't remember making, i think someone might have gotten my card details and is now using it.",22,compromised_card,"there are transactions that i don't remember making, i think someone might have gotten my card details and is now using it."
Is it possible to order a card?,43,order_physical_card,is it possible to order a card?
What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,6,balance_not_updated_after_cheque_or_cash_deposit,what is going on? my balance still hasn't updated and it has been two weeks since i deposited my money!
Can you tell me where my readily available cash has come from?,70,verify_source_of_funds,can you tell me where my readily available cash has come from?
Are there any limits to using disposable virtual cards?,29,disposable_card_limits,are there any limits to using disposable virtual cards?
How do I add my new card?,13,card_linking,how do i add my new card?
"Do you hold money and if so, what currencies do you accept?",36,fiat_currency_support,"do you hold money and if so, what currencies do you accept?"
I believe that a card payment I made was cancelled.,53,reverted_card_payment?,i believe that a card payment i made was cancelled.
Why is there extra cash in my account?,20,cash_withdrawal_not_recognised,why is there extra cash in my account?
I made a cash withdraw and it shows up as pending why is that?,46,pending_cash_withdrawal,i made a cash withdraw and it shows up as pending why is that?
Why was my card declined in a shop?,25,declined_card_payment,why was my card declined in a shop?
I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,25,declined_card_payment,i've tried several times to make a payment and every time my card is declined? could my card be locked? i don't know what to do.
how much do you charge to top up US cards?,57,top_up_by_card_charge,how much do you charge to top up us cards?
What does a 'pending payment' mean?,45,pending_card_payment,what does a 'pending payment' mean?
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,64,transfer_fee_charged,im not sure why im being charged an extra fee just for purchasing an item from another country? i paid for the item and the shipping why am i getting charged extra?
"My card got trapped inside an ATM, what should I do?",18,card_swallowed,"my card got trapped inside an atm, what should i do?"
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",28,direct_debit_payment_not_recognised,"i just noticed that i supposedly made a payment to a seller a while back. the problem is, i don't recognize the seller. there must be a way to see who it is or track the payment. can you do that, because i don't remember this transaction?"
i need to proof my identity to you why and how?,74,why_verify_identity,i need to proof my identity to you why and how?
Where can I get my card PIN?,38,get_physical_card,where can i get my card pin?
How long until my card will get here?,12,card_delivery_estimate,how long until my card will get here?
"Card payment is still pending, why is that the case?",45,pending_card_payment,"card payment is still pending, why is that the case?"
Why is a transfer I have still pending?,48,pending_transfer,why is a transfer i have still pending?
What do I need to do to correct this failed transfer?,35,failed_transfer,what do i need to do to correct this failed transfer?
What I topped up was reverted by the app.,61,top_up_reverted,what i topped up was reverted by the app.
I was getting cash and the card got stuck inside,18,card_swallowed,i was getting cash and the card got stuck inside
How can I set a new pin.,21,change_pin,how can i set a new pin.
